"id","adr","cty","pr","bd","bat","sq","url"
"E4060835","5005 N Simcoe Street","Oshawa",950000,3,2,NA,"E4060835/5005-n-simcoe-street-oshawa-on"
"E4060542","4465 N Grandview Street","Oshawa",1688000,3,2,NA,"E4060542/4465-n-grandview-street-oshawa-on"
"E4106340","940 Ormond Drive","Oshawa",629900,3,3,NA,"E4106340/940-ormond-drive-oshawa-on"
"E4106453","1594 Norwill Crescent","Oshawa",519000,3,3,NA,"E4106453/1594-norwill-crescent-oshawa-on"
"E4103984","905 Greenhill Avenue","Oshawa",769900,4,4,2750,"E4103984/905-greenhill-avenue-oshawa-on"
"E4103700","377 Ormond Drive","Oshawa",419900,3,2,NA,"E4103700/377-ormond-drive-oshawa-on"
"E4102634","271 Ryerson Crescent","Oshawa",749900,4,4,2250,"E4102634/271-ryerson-crescent-oshawa-on"
"E4101716","595 Kingsfield Loop Avenue","Oshawa",734900,4,4,2750,"E4101716/595-kingsfield-loop-avenue-oshawa-on"
"E4101152","1724 Edenwood Drive","Oshawa",679000,3,3,NA,"E4101152/1724-edenwood-drive-oshawa-on"
"E4100411","72-1087 Ormond Drive","Oshawa",458000,3,3,1300,"E4100411/72-1087-ormond-drive-oshawa-on"
"E4089311","1651 Edenwood Drive","Oshawa",679900,4,3,NA,"E4089311/1651-edenwood-drive-oshawa-on"
"E4100446","599 Luple Avenue","Oshawa",539900,3,3,1300,"E4100446/599-luple-avenue-oshawa-on"
"E4098896","1677 Whitestone Drive","Oshawa",729900,4,4,2250,"E4098896/1677-whitestone-drive-oshawa-on"
"E4098609","97 Glovers Road","Oshawa",459900,3,2,NA,"E4098609/97-glovers-road-oshawa-on"
"E4097557","2011 Valewood Court","Oshawa",799000,4,4,2750,"E4097557/2011-valewood-court-oshawa-on"
"E4097353","193 W Taunton Road","Oshawa",399900,3,3,NA,"E4097353/193-w-taunton-road-oshawa-on"
"E4095864","57-1087 Ormond Drive","Oshawa",449900,3,3,1300,"E4095864/57-1087-ormond-drive-oshawa-on"
"E4094583","195 Ryerson Crescent","Oshawa",688888,2,3,1750,"E4094583/195-ryerson-crescent-oshawa-on"
"E4095327","796 Ormond Drive","Oshawa",659000,3,4,NA,"E4095327/796-ormond-drive-oshawa-on"
"E4093593","27-155 Glovers Road","Oshawa",414900,3,3,1100,"E4093593/27-155-glovers-road-oshawa-on"
"E4093892","1730 Canadore Crescent","Oshawa",599900,3,3,NA,"E4093892/1730-canadore-crescent-oshawa-on"
"E4093044","573 Greenhill Avenue","Oshawa",729000,4,4,NA,"E4093044/573-greenhill-avenue-oshawa-on"
"E4093231","342 Pompano Court","Oshawa",499900,3,2,NA,"E4093231/342-pompano-court-oshawa-on"
"E4065729","828-1900 Simcoe Street","Oshawa",208000,0,1,NA,"E4065729/828-1900-simcoe-street-oshawa-on"
"E4042253","356 Concordia Court","Oshawa",629000,3,3,2250,"E4042253/356-concordia-court-oshawa-on"
"E4090284","1664 Sarasota Crescent","Oshawa",519000,3,3,1750,"E4090284/1664-sarasota-crescent-oshawa-on"
"E4090715","540 Falconridge Drive","Oshawa",580000,3,2,1750,"E4090715/540-falconridge-drive-oshawa-on"
"E4090011","1715 Radcliffe Drive","Oshawa",599900,3,4,NA,"E4090011/1715-radcliffe-drive-oshawa-on"
"E4088400","23-1087 Ormond Drive","Oshawa",449900,3,3,1500,"E4088400/1087-ormond-drive-oshawa-on"
"E4089171","1691 Canadore Crescent","Oshawa",598900,3,3,1750,"E4089171/1691-canadore-crescent-oshawa-on"
"E4087401","154 Iroquois Avenue","Oshawa",599900,3,2,1750,"E4087401/154-iroquois-avenue-oshawa-on"
"E4087740","166 Seneca Avenue","Oshawa",575000,1,2,NA,"E4087740/166-seneca-avenue-oshawa-on"
"E4086987","516 Falconridge Drive","Oshawa",599888,3,4,NA,"E4086987/516-falconridge-drive-oshawa-on"
"E4086522","518 Blythwood Square","Oshawa",550000,2,2,1300,"E4086522/518-blythwood-square-oshawa-on"
"E4085501","1404 N Wilson Road","Oshawa",562900,3,3,1750,"E4085501/1404-n-wilson-road-oshawa-on"
"E4081783","1776 Mcgill Court","Oshawa",629000,4,4,2750,"E4081783/1776-mcgill-court-oshawa-on"
"E4081251","1599 Edenwood Court","Oshawa",639900,2,3,NA,"E4081251/1599-edenwood-court-oshawa-on"
"E4072907","1859 Silverstone Crescent","Oshawa",599000,4,4,2250,"E4072907/1859-silverstone-crescent-oshawa-on"
"E4071589","5-19 Niagara Drive","Oshawa",499900,4,3,1700,"E4071589/5-19-niagara-drive-oshawa-on"
"E4071399","147 Seneca Avenue","Oshawa",485000,2,2,NA,"E4071399/147-seneca-avenue-oshawa-on"
"E4072295","287 Niagara Drive","Oshawa",729900,4,4,2250,"E4072295/287-niagara-drive-oshawa-on"
"E4070680","1640 Erindale Crescent","Oshawa",619500,3,3,1750,"E4070680/1640-erindale-crescent-oshawa-on"
"E4068786","108-155 Glovers Road","Oshawa",399990,3,3,1300,"E4068786/108-155-glovers-road-oshawa-on"
"E4059973","575 Falconridge Drive","Oshawa",599900,3,2,NA,"E4059973/575-falconridge-drive-oshawa-on"
"E4056456","736-1900 Simcoe Street","Oshawa",209000,0,1,NA,"E4056456/736-1900-simcoe-street-oshawa-on"
"E4055267","340 Ryerson Crescent","Oshawa",735000,4,4,NA,"E4055267/340-ryerson-crescent-oshawa-on"
"E4050748","1806 Edenwood Drive","Oshawa",574000,3,3,NA,"E4050748/1806-edenwood-drive-oshawa-on"
"E4041035","1827 Dalhousie Crescent","Oshawa",599900,3,4,NA,"E4041035/1827-dalhousie-crescent-oshawa-on"
"E4036363","558 Kingsfield Loop Avenue","Oshawa",850000,4,4,3250,"E4036363/558-kingsfield-loop-avenue-oshawa-on"
"E3985836","529-1900 Simcoe Street","Oshawa",209000,0,1,NA,"E3985836/529-1900-simcoe-street-oshawa-on"
"E3982642","225-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3982642/225-1900-n-simcoe-street-oshawa-on"
"E3982650","427-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3982650/427-1900-n-simcoe-street-oshawa-on"
"E3982630","505-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3982630/505-1900-n-simcoe-street-oshawa-on"
"E3981719","320-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3981719/320-1900-n-simcoe-street-oshawa-on"
"E3981455","409-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3981455/409-1900-n-simcoe-street-oshawa-on"
"E3981488","207-1900 N Simcoe Street","Oshawa",219900,0,1,NA,"E3981488/207-1900-n-simcoe-street-oshawa-on"
"E3981546","419-1900 N Simcoe Street","Oshawa",209000,0,1,NA,"E3981546/419-1900-n-simcoe-street-oshawa-on"
"E4055427","25-909 W King Street","Oshawa",379900,4,2,1300,"E4055427/25-909-w-king-street-oshawa-on"
"E4106446","1239 Oakhill Drive","Oshawa",749900,5,4,NA,"E4106446/1239-oakhill-drive-oshawa-on"
"E4106258","1895 Riverton Court","Oshawa",789000,4,3,NA,"E4106258/1895-riverton-court-oshawa-on"
"E4106248","1705 N Grandview Street","Oshawa",799999,4,4,NA,"E4106248/1705-n-grandview-street-oshawa-on"
"E4106186","1867 Arborwood Drive","Oshawa",799000,4,4,NA,"E4106186/1867-arborwood-drive-oshawa-on"
"E4105109","1074 Schooling Drive","Oshawa",629999,4,3,NA,"E4105109/1074-schooling-drive-oshawa-on"
"E4104850","1879 Riverton Court","Oshawa",799000,4,4,NA,"E4104850/1879-riverton-court-oshawa-on"
"E4104965","1794 N Grandview Street","Oshawa",889000,4,4,3250,"E4104965/1794-n-grandview-street-oshawa-on"
"E4103989","909 Fetchison Drive","Oshawa",489900,3,3,NA,"E4103989/909-fetchison-drive-oshawa-on"
"E4104227","1998 Arborwood Drive","Oshawa",959900,4,5,3250,"E4104227/1998-arborwood-drive-oshawa-on"
"E4103297","1481 Aldergrove Drive","Oshawa",925000,4,4,NA,"E4103297/1481-aldergrove-drive-oshawa-on"
"E4102326","1781 Esterbrook Drive","Oshawa",934900,4,4,3250,"E4102326/1781-esterbrook-drive-oshawa-on"
"E4102532","841 William Lee Avenue","Oshawa",885900,4,4,3250,"E4102532/841-william-lee-avenue-oshawa-on"
"E4102247","1663 Irvine Scott Street","Oshawa",939000,4,4,3250,"E4102247/1663-irvine-scott-street-oshawa-on"
"E4101120","1965 Kurelo Drive","Oshawa",829900,4,4,NA,"E4101120/1965-kurelo-drive-oshawa-on"
"E4099865","1671 William Lott Drive","Oshawa",1039000,4,4,3250,"E4099865/1671-william-lott-drive-oshawa-on"
"E4099932","1435 Aldergrove Court","Oshawa",899999,4,5,NA,"E4099932/1435-aldergrove-court-oshawa-on"
"E4099957","1534 Aldergrove Drive","Oshawa",735000,4,4,2750,"E4099957/1534-aldergrove-drive-oshawa-on"
"E4099117","1143 Schooling Drive","Oshawa",574999,4,3,2250,"E4099117/1143-schooling-drive-oshawa-on"
"E4099363","801 Fetchison Drive","Oshawa",737300,4,3,2750,"E4099363/801-fetchison-drive-oshawa-on"
"E4096332","1473 Greenvalley Tr","Oshawa",595000,2,3,NA,"E4096332/1473-greenvalley-tr-oshawa-on"
"E4096333","1460 Arborwood Drive","Oshawa",629900,3,3,1750,"E4096333/1460-arborwood-drive-oshawa-on"
"E4094164","1790 Grandview Street","Oshawa",899990,4,4,3250,"E4094164/1790-grandview-street-oshawa-on"
"E4095129","1969 Magee Street","Oshawa",948900,4,4,NA,"E4095129/1969-magee-street-oshawa-on"
"E4094861","957 Fetchison Drive","Oshawa",539900,3,3,1750,"E4094861/957-fetchison-drive-oshawa-on"
"E4095280","931 Eagle Ridge Drive","Oshawa",719900,4,3,NA,"E4095280/931-eagle-ridge-drive-oshawa-on"
"E4094747","1643 Coldstream Drive","Oshawa",889900,4,4,2750,"E4094747/1643-coldstream-drive-oshawa-on"
"E4093682","102-2420 Thoroughbred Street","Oshawa",685000,4,3,1900,"E4093682/102-2420-thoroughbred-street-oshawa-on"
"E4093079","43-1640 N Grandview Street","Oshawa",534900,3,3,NA,"E4093079/43-1640-n-grandview-street-oshawa-on"
"E4090037","1804 Jack Glenn Street","Oshawa",988000,5,4,NA,"E4090037/1804-jack-glenn-street-oshawa-on"
"E4089199","1778 N Grandview Street","Oshawa",1100000,4,4,3250,"E4089199/1778-n-grandview-street-oshawa-on"
"E4091588","1987 Arborwood Drive","Oshawa",879999,4,4,3250,"E4091588/1987-arborwood-drive-oshawa-on"
"E4091223","1023 Coldstream Drive","Oshawa",975000,4,5,3250,"E4091223/1023-coldstream-drive-oshawa-on"
"E4090336","808 Eagle Ridge Drive","Oshawa",979000,3,4,NA,"E4090336/808-eagle-ridge-drive-oshawa-on"
"E4088028","1793 Quail Run Drive","Oshawa",799900,4,4,2750,"E4088028/1793-quail-run-drive-oshawa-on"
"E4087194","848 William Lee Avenue","Oshawa",874900,4,3,NA,"E4087194/848-william-lee-avenue-oshawa-on"
"E4087121","2006 Cocklin Crescent","Oshawa",849999,4,3,2250,"E4087121/2006-cocklin-crescent-oshawa-on"
"E4087755","1547 Heartland Boulevard","Oshawa",675000,4,3,2250,"E4087755/1547-heartland-boulevard-oshawa-on"
"E4086715","1681 N Grandview Street","Oshawa",769900,4,3,2750,"E4086715/1681-n-grandview-street-oshawa-on"
"E4085270","1723 Arborwood Drive","Oshawa",660000,4,3,2250,"E4085270/1723-arborwood-drive-oshawa-on"
"E4085112","1485 Skyview Street","Oshawa",749900,4,4,NA,"E4085112/1485-skyview-street-oshawa-on"
"E4085021","1121 Greenhill Avenue","Oshawa",869000,4,4,3250,"E4085021/1121-greenhill-avenue-oshawa-on"
"E4082291","1470 Cordick Street","Oshawa",824827,4,4,3250,"E4082291/1470-cordick-street-oshawa-on"
"E4082010","1796 Badgley Drive","Oshawa",899900,4,4,3250,"E4082010/1796-badgley-drive-oshawa-on"
"E4080839","1561 Pennel Drive","Oshawa",749900,4,3,NA,"E4080839/1561-pennel-drive-oshawa-on"
"E4080390","1664 Arborwood Drive","Oshawa",689900,4,3,2750,"E4080390/1664-arborwood-drive-oshawa-on"
"E4076745","860 Black Cherry Drive","Oshawa",799900,4,3,2250,"E4076745/860-black-cherry-drive-oshawa-on"
"E4071449","1549 Arborwood Drive","Oshawa",629000,4,3,2250,"E4071449/1549-arborwood-drive-oshawa-on"
"E4071360","1553 Pennel Drive","Oshawa",789000,4,4,2750,"E4071360/1553-pennel-drive-oshawa-on"
"E4070468","1436 Coldstream Drive","Oshawa",789000,4,3,2750,"E4070468/1436-coldstream-drive-oshawa-on"
"E4069805","1602 Chilliwack Street","Oshawa",800000,2,3,2750,"E4069805/1602-chilliwack-street-oshawa-on"
"E4068237","1632 Frolis Street","Oshawa",679900,4,3,NA,"E4068237/1632-frolis-street-oshawa-on"
"E4065493","1431 Springwater Crescent","Oshawa",679850,4,4,NA,"E4065493/1431-springwater-crescent-oshawa-on"
"E4063868","1027 Schooling Drive","Oshawa",709888,4,4,NA,"E4063868/1027-schooling-drive-oshawa-on"
"E4061651","1218 Oakhill Avenue","Oshawa",720000,4,3,2750,"E4061651/1218-oakhill-avenue-oshawa-on"
"E4057761","690 W Taunton Road","Oshawa",1495000,3,2,NA,"E4057761/690-w-taunton-road-oshawa-on"
"E4052407","1518 Aldergrove Drive","Oshawa",689900,4,3,2750,"E4052407/1518-aldergrove-drive-oshawa-on"
"E4048074","1423 Springwater Crescent","Oshawa",728000,4,3,2250,"E4048074/1423-springwater-crescent-oshawa-on"
"E4026152","1443 Greenvalley Tr","Oshawa",729900,4,3,2250,"E4026152/1443-greenvalley-tr-oshawa-on"
"E4105219","238 Greenwood Avenue","Oshawa",429900,3,1,NA,"E4105219/238-greenwood-avenue-oshawa-on"
"E4105907","328 Bristol Crescent","Oshawa",525000,3,2,NA,"E4105907/328-bristol-crescent-oshawa-on"
"E4104684","252 Greenwood Avenue","Oshawa",399900,3,1,NA,"E4104684/252-greenwood-avenue-oshawa-on"
"E4103906","167 Nassau Street","Oshawa",299999,2,1,NA,"E4103906/167-nassau-street-oshawa-on"
"E4101119","452 S Park Road","Oshawa",375000,2,1,NA,"E4101119/452-s-park-road-oshawa-on"
"E4101662","187 Londonderry Street","Oshawa",449900,3,2,NA,"E4101662/187-londonderry-street-oshawa-on"
"E4097111","520 Seville Street","Oshawa",499999,3,2,NA,"E4097111/520-seville-street-oshawa-on"
"E4093469","304 Limerick Street","Oshawa",475000,3,2,NA,"E4093469/304-limerick-street-oshawa-on"
"E4095857","160 Montrave Avenue","Oshawa",389900,4,2,NA,"E4095857/160-montrave-avenue-oshawa-on"
"E4094294","20-909 W King Street","Oshawa",365000,3,2,1100,"E4094294/20-909-w-king-street-oshawa-on"
"E4095340","378 Pine Avenue","Oshawa",340000,3,1,NA,"E4095340/378-pine-avenue-oshawa-on"
"E4092391","411 Vancouver Crescent","Oshawa",459900,3,3,NA,"E4092391/411-vancouver-crescent-oshawa-on"
"E4091817","261 Johnson Avenue","Oshawa",428900,3,3,1750,"E4091817/261-johnson-avenue-oshawa-on"
"E4059545","216 Burk Street","Oshawa",420000,3,2,1300,"E4059545/216-burk-street-oshawa-on"
"E4090447","284 Galway Court","Oshawa",445000,3,2,NA,"E4090447/284-galway-court-oshawa-on"
"E4086560","253 Sinclair Avenue","Oshawa",499000,3,3,NA,"E4086560/253-sinclair-avenue-oshawa-on"
"E4078633","349 Pine Avenue","Oshawa",659900,2,3,1300,"E4078633/349-pine-avenue-oshawa-on"
"E4074516","124 Burk Street","Oshawa",349900,3,1,NA,"E4074516/124-burk-street-oshawa-on"
"E4072311","319 Vancouver Crescent","Oshawa",519900,3,2,NA,"E4072311/319-vancouver-crescent-oshawa-on"
"E4069906","125 S Vancouver Street","Oshawa",495000,3,3,NA,"E4069906/125-s-vancouver-street-oshawa-on"
"E4064956","254 Galway Court","Oshawa",575000,4,2,NA,"E4064956/254-galway-court-oshawa-on"
"E4046356","91 Montrave Avenue","Oshawa",499000,3,2,NA,"E4046356/91-montrave-avenue-oshawa-on"
"E4036919","395 Pine Avenue","Oshawa",439900,2,3,NA,"E4036919/395-pine-avenue-oshawa-on"
"E4106149","2593 Snow Knight Drive","Oshawa",799800,4,4,NA,"E4106149/2593-snow-knight-drive-oshawa-on"
"E4105342","53 Woodbine Place","Oshawa",675000,4,3,2750,"E4105342/53-woodbine-place-oshawa-on"
"E4105091","2484 Steeplechase Street","Oshawa",549900,3,3,1750,"E4105091/2484-steeplechase-street-oshawa-on"
"E4104615","1883 Secretariat Place","Oshawa",494900,3,2,1300,"E4104615/1883-secretariat-place-oshawa-on"
"E4104076","221 Thoroughbred Street","Oshawa",569900,3,3,2250,"E4104076/221-thoroughbred-street-oshawa-on"
"E4104027","2446 Bromus Path","Oshawa",599900,4,3,1750,"E4104027/2446-bromus-path-oshawa-on"
"E4103934","2342 Steeplechase Street","Oshawa",559000,3,3,NA,"E4103934/2342-steeplechase-street-oshawa-on"
"E4104367","304 Symington Avenue","Oshawa",928900,4,4,2750,"E4104367/304-symington-avenue-oshawa-on"
"E4102135","14 Woodbine Place","Oshawa",678800,4,4,NA,"E4102135/14-woodbine-place-oshawa-on"
"E4102878","2500 Bandsman Crescent","Oshawa",888888,4,4,NA,"E4102878/2500-bandsman-crescent-oshawa-on"
"E4092281","2486 Bromus Path","Oshawa",589900,3,3,1750,"E4092281/2486-bromus-path-oshawa-on"
"E4099788","98 Aquatic Ballet Drive","Oshawa",569900,3,3,1750,"E4099788/98-aquatic-ballet-drive-oshawa-on"
"E4101402","2500 Hill Rise Court","Oshawa",450000,2,3,1300,"E4101402/2500-hill-rise-court-oshawa-on"
"E4101452","277 Cosgrove Drive","Oshawa",780000,4,3,2250,"E4101452/277-cosgrove-drive-oshawa-on"
"E4099080","2460 Steeplechase Street","Oshawa",499800,3,3,NA,"E4099080/2460-steeplechase-street-oshawa-on"
"E4100986","2486 Steeplechase Street","Oshawa",574900,3,3,1750,"E4100986/2486-steeplechase-street-oshawa-on"
"E4099120","2299 Pilgrim Square","Oshawa",784900,4,5,NA,"E4099120/2299-pilgrim-square-oshawa-on"
"E4098408","101-2588 Bromus Path","Oshawa",569000,4,3,1750,"E4098408/101-2588-bromus-path-oshawa-on"
"E4098305","106-2593 Bromus Path","Oshawa",614500,4,3,1750,"E4098305/106-2593-bromus-path-oshawa-on"
"E4096848","40 Northern Dancer Drive","Oshawa",788000,4,5,NA,"E4096848/40-northern-dancer-drive-oshawa-on"
"E4094809","200 Cosgrove Drive","Oshawa",618000,4,3,1750,"E4094809/200-cosgrove-drive-oshawa-on"
"E4093722","164 Sharavogue Avenue","Oshawa",649000,3,3,NA,"E4093722/164-sharavogue-avenue-oshawa-on"
"E4094289","2436 Dress Circle Crescent","Oshawa",961000,4,4,NA,"E4094289/2436-dress-circle-crescent-oshawa-on"
"E4079177","2420 Equestrian Crescent","Oshawa",839000,4,4,2750,"E4079177/2420-equestrian-crescent-oshawa-on"
"E4091621","2576 Bromus Path","Oshawa",539000,4,3,1750,"E4091621/2576-bromus-path-oshawa-on"
"E4090941","211 Windfields Farm Drive","Oshawa",669900,4,3,2250,"E4090941/211-windfields-farm-drive-oshawa-on"
"E4089683","2432 Equestrian Crescent","Oshawa",798000,4,4,2750,"E4089683/2432-equestrian-crescent-oshawa-on"
"E4085113","2499 Hill Rise Street","Oshawa",569000,3,3,1750,"E4085113/2499-hill-rise-street-oshawa-on"
"E4084985","224 Pimlico Drive","Oshawa",699000,3,4,2250,"E4084985/224-pimlico-drive-oshawa-on"
"E4084704","229 Britannia Avenue","Oshawa",755000,4,4,2750,"E4084704/229-britannia-avenue-oshawa-on"
"E4084313","240 Pimlico Drive","Oshawa",729900,4,3,2250,"E4084313/240-pimlico-drive-oshawa-on"
"E4082497","2385 Victoria Park Street","Oshawa",729900,3,3,2250,"E4082497/2385-victoria-park-street-oshawa-on"
"E4080487","2392 New Providence Street","Oshawa",860000,4,4,3250,"E4080487/2392-new-providence-street-oshawa-on"
"E4080738","59 Nearco Crescent","Oshawa",579000,3,3,1750,"E4080738/59-nearco-crescent-oshawa-on"
"E4079741","268 Cosgrove Drive","Oshawa",718800,4,3,NA,"E4079741/268-cosgrove-drive-oshawa-on"
"E4079758","2549 Craftsman Drive","Oshawa",899000,4,4,2750,"E4079758/2549-craftsman-drive-oshawa-on"
"E4079846","2357 Secreto Drive","Oshawa",979000,4,4,3250,"E4079846/2357-secreto-drive-oshawa-on"
"E4075387","2401 Secreto Drive","Oshawa",960000,4,6,2750,"E4075387/2401-secreto-drive-oshawa-on"
"E4074163","2498 Snow Knight Drive","Oshawa",878888,4,3,3250,"E4074163/2498-snow-knight-drive-oshawa-on"
"E4073989","2549 Snow Knight Drive","Oshawa",899900,4,4,3250,"E4073989/2549-snow-knight-drive-oshawa-on"
"E4074074","182 Blackwell Crescent","Oshawa",789000,4,4,2750,"E4074074/182-blackwell-crescent-oshawa-on"
"E4072583","2369 New Providence Street","Oshawa",958888,4,4,3250,"E4072583/2369-new-providence-street-oshawa-on"
"E4072343","2080 Secretariat Avenue","Oshawa",899900,4,5,3250,"E4072343/2080-secretariat-avenue-oshawa-on"
"E4071261","155 Presidial Avenue","Oshawa",535000,3,3,NA,"E4071261/155-presidial-avenue-oshawa-on"
"E4069454","76 Woodbine Place","Oshawa",668000,4,3,2250,"E4069454/76-woodbine-place-oshawa-on"
"E4067829","2139 Minsky Place","Oshawa",819900,4,5,NA,"E4067829/2139-minsky-place-oshawa-on"
"E4066049","172 Nearna Drive","Oshawa",749900,4,3,2250,"E4066049/172-nearna-drive-oshawa-on"
"E4063991","2425 Dress Circle Crescent","Oshawa",849900,4,4,2750,"E4063991/2425-dress-circle-crescent-oshawa-on"
"E4064806","164 Ice Palace Crescent","Oshawa",749000,4,3,2250,"E4064806/164-ice-palace-crescent-oshawa-on"
"E4064435","2544 Kentucky Derby Way","Oshawa",897000,4,4,3250,"E4064435/2544-kentucky-derby-way-oshawa-on"
"E4054810","2600 Standardbred Drive","Oshawa",838000,4,5,2750,"E4054810/2600-standardbred-drive-oshawa-on"
"E4051627","253 Cosgrove Drive","Oshawa",739900,4,3,NA,"E4051627/253-cosgrove-drive-oshawa-on"
"E4038828","10 Northern Dancer Drive","Oshawa",919000,4,4,3250,"E4038828/10-northern-dancer-drive-oshawa-on"
"E4037512","280 Symington Court","Oshawa",885000,4,4,NA,"E4037512/280-symington-court-oshawa-on"
"E4106422","1610 Arcadia Square","Pickering",599900,3,3,1750,"E4106422/1610-arcadia-square-pickering-on"
"E4105440","1745 White Cedar Drive","Pickering",629900,3,3,NA,"E4105440/1745-white-cedar-drive-pickering-on"
"E4104169","676 Sultana Square","Pickering",599900,3,3,NA,"E4104169/676-sultana-square-pickering-on"
"E4103171","2132 Erin Gate Boulevard","Pickering",739900,4,4,NA,"E4103171/2132-erin-gate-boulevard-pickering-on"
"E4102238","1734 Shadybrook Drive","Pickering",685000,3,2,NA,"E4102238/1734-shadybrook-drive-pickering-on"
"E4101413","651 Sultana Square","Pickering",650000,3,3,NA,"E4101413/651-sultana-square-pickering-on"
"E4098449","1597 Seguin Square","Pickering",899900,5,4,2750,"E4098449/1597-seguin-square-pickering-on"
"E4096263","750 Swan Place","Pickering",749000,3,4,2250,"E4096263/750-swan-place-pickering-on"
"E4095636","1777 Silver Maple Drive","Pickering",849999,4,3,NA,"E4095636/1777-silver-maple-drive-pickering-on"
"E4084370","724 Craighurst Court","Pickering",679800,4,4,NA,"E4084370/724-craighurst-court-pickering-on"
"E4091162","1775 Shadybrook Drive","Pickering",660000,3,3,NA,"E4091162/1775-shadybrook-drive-pickering-on"
"E4090511","1947 Parkside Drive","Pickering",674900,3,3,1750,"E4090511/1947-parkside-drive-pickering-on"
"E4089563","2010 Erin Gate Boulevard","Pickering",1125000,4,4,NA,"E4089563/2010-erin-gate-boulevard-pickering-on"
"E4086887","622 Sultana Square","Pickering",749000,3,4,NA,"E4086887/622-sultana-square-pickering-on"
"E4087628","590 Strouds Lane","Pickering",989900,4,5,3250,"E4087628/590-strouds-lane-pickering-on"
"E4085512","1562 Garland Crescent","Pickering",699900,3,2,NA,"E4085512/1562-garland-crescent-pickering-on"
"E4083835","619 Cognac Crescent","Pickering",824800,3,4,NA,"E4083835/619-cognac-crescent-pickering-on"
"E4081749","1940 Parkside Drive","Pickering",719988,4,2,1750,"E4081749/1940-parkside-drive-pickering-on"
"E4079808","1765 Silver Maple Drive","Pickering",739900,3,2,NA,"E4079808/1765-silver-maple-drive-pickering-on"
"E4078500","1865 Wildflower Drive","Pickering",795000,3,3,1750,"E4078500/1865-wildflower-drive-pickering-on"
"E4072683","1797 Silver Maple Drive","Pickering",958000,4,4,2750,"E4072683/1797-silver-maple-drive-pickering-on"
"E4070931","1645 Autumn Crescent","Pickering",569000,2,4,1300,"E4070931/1645-autmn-crescent-pickering-on"
"E4063779","724 Cobbler's Court","Pickering",798000,3,3,NA,"E4063779/724-cobblers-court-pickering-on"
"E4053900","746A Stonepath Circ","Pickering",1450000,4,5,4250,"E4053900/746a-stonepath-circ-pickering-on"
"E4034367","20-1815 Fairport Road","Pickering",1129000,4,4,NA,"E4034367/1815-fairportrd-20-road-pickering-on"
"E4012264","1888 Altona Road","Pickering",1488888,4,3,NA,"E4012264/1888-altona-road-pickering-on"
"E4105975","669 Front Road","Pickering",824900,2,2,NA,"E4105975/669-front-road-pickering-on"
"E4105880","826 Zator Avenue","Pickering",639900,3,2,NA,"E4105880/826-zator-avenue-pickering-on"
"E4104456","1382 Tatra Drive","Pickering",699900,3,3,1300,"E4104456/1382-tatra-drive-pickering-on"
"E4103705","702-1210 Radom Street","Pickering",389888,3,2,1300,"E4103705/702-1210-radom-street-pickering-on"
"E4103340","1004-1210 Radom Street","Pickering",395000,3,2,1300,"E4103340/1004-1210-radom-street-pickering-on"
"E4099644","505-1235 Bayly Street","Pickering",369888,1,1,650,"E4099644/505-1235-bayly-street-pickering-on"
"E4099239","901-1235 S Bayly Street","Pickering",439000,2,2,750,"E4099239/901-1235-s-bayly-street-pickering-on"
"E4093846","720 Front Road","Pickering",1399000,4,5,4250,"E4093846/720-front-road-pickering-on"
"E4028765","Lot 7-1342 S Gull Crossing","Pickering",1499900,4,4,2750,"E4028765/1342-s-gull-crossing-pickering-on"
"E4028679","Lot 62-1369 Gull Crossing","Pickering",859900,3,4,2250,"E4028679/lot-62-1369-gull-crossing-pickering-on"
"E4090579","878 Chapleau Drive","Pickering",649800,3,2,NA,"E4090579/878-chapleau-drive-pickering-on"
"E4090344","14-1295 Wharf Street","Pickering",859900,3,4,2250,"E4090344/14-1295-wharf-street-pickering-on"
"E4086951","661 Pleasant Street","Pickering",1499000,4,4,NA,"E4086951/661-pleasant-street-pickering-on"
"E4086638","92-1250 St Martins Drive","Pickering",530000,2,3,NA,"E4086638/92-1250-st-martins-drive-pickering-on"
"E4083628","852 Antonio Street","Pickering",768800,3,3,NA,"E4083628/852-antonio-street-pickering-on"
"E4080584","Ph101-1215 Bayly Street","Pickering",374900,1,1,550,"E4080584/ph101-1215-bayly-street-pickering-on"
"E4074144","1706-1259 Bayly Street","Pickering",395000,1,1,750,"E4074144/1706-1259-bayly-street-pickering-on"
"E4073726","804-1210 Radom Street","Pickering",499999,3,2,1300,"E4073726/804-1210-radom-street-pickering-on"
"E4073265","10-1235 Radom Street","Pickering",409000,4,3,1700,"E4073265/10-1235-radom-street-pickering-on"
"E4070379","667 Liverpool Road","Pickering",999898,3,4,2250,"E4070379/667-liverpool-road-pickering-on"
"E4068051","1288C Commerce Street","Pickering",1779900,5,4,4250,"E4068051/1288c-commerce-street-pickering-on"
"E4067719","727 Balaton Avenue","Pickering",770900,4,3,NA,"E4067719/727-balaton-avenue-pickering-on"
